,Material,Chemical_formula,Band_gap_HSE,Direct_or_indirect_HSE,Band_gap_GGA,Space_group_cif,Free_energy
8216,Be3P2,Be3P2,1.468813,Direct,0.885293,206.0,-4.65282016225
8217,Ca1P1,CaP,0.980343,Indirect,0.319322,189.0,-4.7701250491667
8218,Ca1P3,CaP3,0.493747,Direct,0.023344,2.0,-5.15649762375
8219,Ca2P2,Ca2P2,1.008854,Indirect,0.323878,189.0,-4.7606550758333
8220,Ca5P8,Ca5P8,1.892188,Indirect,1.115415,12.0,-4.9740690965385
8221,Cd1P2,CdP2,2.160213,Indirect,1.468394,33.0,-3.978329635
8222,Cd1P4,CdP4,0.991545,Indirect,0.407743,14.0,-4.529931284
8223,Cs1P7,CsP7,1.960299,Direct,1.234151,57.0,-5.03099771125
8224,Ga1P1,GaP,2.428519,Direct,1.542517,216.0,-4.549966175
8225,Ge1P1,GeP,1.105876,Indirect,0.561721,12.0,-4.9345259958333
8226,In1P1,InP,1.116811,Direct,0.399294,216.0,-4.17124439
8227,Ir1P2,IrP2,1.169288,Indirect,0.659073,14.0,-7.26667033
8228,Ir1P3,IrP3,0.729306,Indirect,0.155703,204.0,-6.911955103125
8229,K1P1,KP,1.696084,Direct,1.036423,19.0,-3.623113856875
8230,K3P1,K3P,0.754267,Indirect,0.180794,194.0,-2.32224044
8231,K3P11,K3P11,2.680529,Indirect,1.87565,60.0,-4.7740335285714
8232,K4P6,K4P6,1.666339,Indirect,1.031584,70.0,-4.083849778
8233,La1P2,LaP2,1.004797,Direct,0.461536,9.0,-6.332309555
8234,Li1P7,LiP7,2.363283,Indirect,1.628892,142.0,-5.1168468326563
8235,Li3P1,Li3P,1.319548,Indirect,0.712243,194.0,-3.4761124725
8236,Li3P7,Li3P7,2.471589,Indirect,1.752837,19.0,-4.70995577725
8237,Mg1P4,MgP4,1.175186,Indirect,0.514603,14.0,-4.924268564
8238,Mg3P2,Mg3P2,2.251255,Direct,1.60007,206.0,-3.73869889625
8239,Mo1P4,MoP4,0.11953,Indirect,0.0,15.0,-6.8321891185
8240,Na1P1,NaP,1.574765,Indirect,0.937156,19.0,-3.76064899625
8241,Na1P7,NaP7,2.442756,Indirect,1.688634,142.0,-5.0440318932813
8242,Na3P1,Na3P,1.049096,Direct,0.439793,194.0,-2.68461204875
8243,Na3P11,Na3P11,2.537937,Direct,1.750059,60.0,-4.76620308625
8244,Os1P4,OsP4,2.065064,Indirect,1.310251,2.0,-6.9396114886667
8245,P11Rb3,Rb3P11,2.697475,Indirect,1.898472,60.0,-4.7561994519643
8246,P1Si1,SiP,2.070299,Indirect,1.383315,36.0,-5.5530732570833
8247,P1Sr1,SrP,1.152274,Indirect,0.46232,189.0,-4.5712195233333
8248,P2Pd1,PdP2,1.011214,Indirect,0.327811,15.0,-5.7748796758333
8249,P2Pt1,PtP2,1.610889,Indirect,1.07534,205.0,-6.32397614
8250,P2Rh1,RhP2,0.864879,Indirect,0.404681,14.0,-6.6774598675
8251,P2Ru1,RuP2,1.046072,Indirect,0.504847,58.0,-7.2863192316667
8252,P2Si1,SiP2,1.980578,Direct,1.235772,55.0,-5.5227770054167
8253,P3Rb2,Rb2P3,1.361874,Direct,0.737689,69.0,-4.036219234
8254,P3Re1,ReP3,0.632155,Direct,0.189994,62.0,-7.475194381875
8255,P3Ru1,RuP3,2.034719,Indirect,1.132877,2.0,-6.87328998375
8256,P3Tc1,TcP3,1.038939,Direct,0.385327,62.0,-7.07769504
8257,P4Re1,ReP4,1.470128,Indirect,0.763874,61.0,-7.10229052375
8258,P4Ru1,RuP4,2.057598,Indirect,1.217401,2.0,-6.605558754
8259,P4Se3,P4Se3,2.877707,Direct,1.976253,62.0,-4.6335226467857
8260,P4Se5,P4Se5,2.313265,Direct,1.586072,33.0,-4.3971302061111
8261,P4Sr3,Sr3P4,1.522519,Indirect,0.892401,43.0,-4.7475397757143
8262,P4Tc1,TcP4,1.624704,Indirect,0.856517,61.0,-6.7836260715
8263,P5Re2,Re2P5,1.11036,Direct,0.471109,2.0,-7.7493877032143
8264,P5Tl1,TlP5,1.742893,Indirect,1.130318,26.0,-4.8916298125
8265,P5Y1,YP5,0.675493,Indirect,0.116021,11.0,-6.1094491133333
8266,P6Rb4,Rb4P6,1.36133,Direct,0.737047,69.0,-4.036205267
8267,P7Pb1,PbP7,1.360736,Indirect,0.799636,14.0,-5.1734285071875
8268,Br5P1,PBr5,2.650419,Indirect,1.712109,57.0,-2.598855165
8269,Br7P1,PBr7,2.351911,Direct,1.265036,62.0,-2.3607257190625
8270,Cd7P10,Cd7P10,1.733427,Indirect,1.014796,43.0,-3.5535965502941
8271,I4P2,P2I4,2.708614,Indirect,1.803061,2.0,-2.8745498733333
8272,Li1P1,LiP,1.38858,Indirect,0.763178,14.0,-4.187964525625
8273,Li1P5,LiP5,1.883733,Indirect,1.15583,33.0,-5.0042964295833
8274,P14Sr3,Sr3P14,2.461494,Indirect,1.745037,14.0,-5.2016188161765
8275,P3Sr1,SrP3,0.856136,Direct,0.294262,12.0,-5.1017282275
8276,P2Zn1,ZnP2,2.174319,Indirect,1.392458,96.0,-3.99596981125
8277,P2Zn3,Zn3P2,1.104809,Direct,0.678243,137.0,-2.649420051
8278,P4Zn1,ZnP4,1.475706,Indirect,0.94493,92.0,-4.5147200655
8279,B13P2,B13P2,0.0,Direct,0.0,166.0,-6.0896307166667
8280,Ba5P9,Ba5P9,0.0,Direct,0.0,43.0,-4.9905355546429
8281,Cd3P2,Cd3P2,0.647369,Direct,0.0,137.0,-2.655424914
8282,Ce1P1,CeP,0.0,Direct,0.0,225.0,-7.170569105
8283,Ce1P2,CeP2,0.0,Direct,0.0,14.0,-5.98693
8284,Ce1P5,CeP5,0.0,Direct,0.0,11.0,-5.68049
8285,Ge1P3,GeP3,0.0,Direct,0.0,166.0,-5.1468636975
8286,Hf1P1,HfP,0.0,Direct,0.0,194.0,-8.9773699275
8287,Hf1P2,HfP2,0.0,Direct,0.0,62.0,-7.8503333416667
8288,Hf27P16,Hf27P16,0.0,Direct,0.0,71.0,-9.3512724832558
8289,Hf2P1,Hf2P,0.0,Indirect,0.0,58.0,-9.4508592466667
8290,Hf3P1,Hf3P,0.0,Direct,0.0,86.0,-9.619536665
8291,Hf3P2,Hf3P2,0.0,Direct,0.0,62.0,-9.2944788095
8292,Hf7P4,Hf7P4,0.0,Direct,0.0,12.0,-9.3783374038636
8293,In1P3,InP3,0.0,Indirect,0.0,166.0,-4.739732205
8294,Ir2P1,Ir2P,0.0,Indirect,0.0,225.0,-8.08480109
8295,Ir2Pt1,Ir2Pt,0.0,Indirect,0.0,225.0,-8.0848022566667
8296,K4P3,K4P3,0.0,Direct,0.0,63.0,-3.2767927264286
8297,La1P1,LaP,0.152048,Indirect,0.0,225.0,-6.57061245
8298,La1P5,LaP5,0.0,Indirect,0.0,11.0,-5.8774022758333
8299,La1P7,LaP7,1.500317,Indirect,0.0,14.0,-5.765335169375
8300,Mo1P1,MoP,0.0,Direct,0.0,187.0,-8.82648564
8301,Mo1P2,MoP2,0.0,Indirect,0.0,36.0,-7.75918166
8302,Mo4P3,Mo4P3,0.0,Direct,0.0,62.0,-9.1177361525
8303,Mo8P5,Mo8P5,0.0,Direct,0.0,6.0,-9.3041079384615
8304,Nb1P1,NbP,0.0,Indirect,0.0,109.0,-8.72064503
8305,Nb1P2,NbP2,0.0,Indirect,0.0,12.0,-7.6308827775
8306,Nb2P1,Nb2P,0.0,Direct,0.0,51.0,-9.3358006205556
8307,Nb2P5,Nb2P5,0.0,Direct,0.0,62.0,-7.2945120121429
8308,Nb3P1,Nb3P,0.0,Direct,0.0,86.0,-9.5416651890625
8309,Nb5P3,Nb5P3,0.0,Direct,0.0,62.0,-9.19328
8310,Nb7P4,Nb7P4,0.0,Direct,0.0,12.0,-9.2359441597727
8311,P13Re6,Re6P13,0.0,Direct,0.0,148.0,-7.9598132457895
8312,P1Pd3,Pd3P,0.0,Indirect,0.0,62.0,-5.73895097125
8313,P1Pd6,Pd6P,0.0,Indirect,0.0,14.0,-5.5543806839286
8314,P1Re2,Re2P,0.0,Direct,0.0,62.0,-10.329157304167
8315,P1Rh2,Rh2P,0.0,Indirect,0.0,225.0,-7.3999975066667
8316,P1Ru1,RuP,0.0,Direct,0.0,62.0,-7.8708824375
8317,P1Ru2,Ru2P,0.0,Direct,0.0,62.0,-8.3548281275
8318,P1Sn1,SnP,0.0,Indirect,0.0,107.0,-4.62890227
8319,P1Ta1,TaP,0.0,Indirect,0.0,109.0,-9.558628375
8320,P1Ta3,Ta3P,0.0,Direct,0.0,86.0,-10.843655405
8321,P1W1,WP,0.0,Direct,0.0,62.0,-9.54422
8322,P1Y1,YP,0.0,Indirect,0.0,225.0,-7.560433255
8323,P1Zr1,ZrP,0.0,Direct,0.0,194.0,-8.3587447675
8324,P1Zr2,Zr2P,0.0,Direct,0.0,65.0,-8.5701963651852
8325,P1Zr3,Zr3P,0.0,Direct,0.0,86.0,-8.61116971625
8326,P26Re12,Re12P26,0.0,Direct,0.0,148.0,-7.9598961228947
8327,P2Pd15,Pd15P2,0.0,Direct,0.0,148.0,-5.4991803352941
8328,P2Pt5,Pt5P2,0.0,Direct,0.0,15.0,-6.2941425635714
8329,P2Rh3,Rh3P2,0.0,Direct,0.0,115.0,-7.192173728
8330,P2Ta1,TaP2,0.0,Indirect,0.0,5.0,-8.2250976833333
8331,P2W1,WP2,0.0,Indirect,0.0,36.0,-8.29741792
8332,P2Zr1,ZrP2,0.0,Indirect,0.0,62.0,-7.4214088075
8333,P3Pd1,PdP3,0.0,Direct,0.0,204.0,-5.619102065
8334,P3Pd7,Pd7P3,0.0,Indirect,0.0,146.0,-5.7429817405
8335,P3Rh1,RhP3,0.0,Indirect,0.0,204.0,-6.453445976875
8336,P3Rh4,Rh4P3,0.0,Direct,0.0,62.0,-7.1706680428571
8337,P3Sn1,SnP3,0.0,Direct,0.0,166.0,-5.01886219375
8338,P3Sn4,Sn4P3,0.0,Direct,0.0,166.0,-4.5454954671429
8339,P3Ta5,Ta5P3,0.0,Direct,0.0,62.0,-10.190706119531
8340,P3Tc2,Tc2P3,0.0,Direct,0.0,2.0,-7.9129462225
8341,P4Re3,Re3P4,0.0,Direct,0.0,12.0,-8.7539490571429
8342,P4Zr7,Zr7P4,0.0,Direct,0.0,12.0,-8.5647466120455
8343,P9Zr14,Zr14P9,0.0,Direct,0.0,58.0,-8.549636686087
8344,H3P1,PH3,0.0,Direct,0.0,208.0,-2.939446016875
8345,Mo3P1,Mo3P,0.0,Direct,0.0,121.0,-9.91018201875
8346,Os1P2,OsP2,0.0,Indirect,0.776071,58.0,-7.852060065
8347,P1Ta2,Ta2P,0.0,Indirect,0.0,58.0,-10.44399421
8348,P1Tc3,Tc3P,0.0,Direct,0.0,82.0,-9.464366668125
8349,P1W3,W3P,0.0,Direct,0.0,82.0,-11.22550918125
8350,P1Ti1,TiP,0.0,Direct,0.0,194.0,-7.7456104975
8351,P1Ti3,Ti3P,0.0,Direct,0.0,86.0,-8.037771808125
8352,P2Ti1,TiP2,0.0,Indirect,0.0,62.0,-7.0036462433333
8353,P3Ti4,Ti4P3,0.0,Direct,0.0,220.0,-7.9049482235714
8354,P3Ti5,Ti5P3,0.0,Direct,0.0,62.0,-8.0053543503125
8355,P4Ti7,Ti7P4,0.0,Direct,0.0,12.0,-8.0173900922727
8356,Os1P4,OsP4,1.295504,Indirect,0.650444,14.0,-6.919776394
8357,B1P1,BP,1.731758,Indirect,1.048291,186.0,-6.4483721125
8358,Cd1P2,CdP2,2.167934,Indirect,1.469212,92.0,-3.9742106420833
8359,Cd1P2,CdP2,2.168771,Indirect,1.469292,96.0,-3.9733119070833
8360,Cd3P2,Cd3P2,0.748484,Direct,0.064657,206.0,-2.641543999
8361,Ir1P2,IrP2,1.200537,Indirect,0.662768,14.0,-7.2666078833333
8362,K4P6,K4P6,1.316659,Direct,0.696676,69.0,-4.083314841
8363,Mg3P2,Mg3P2,2.253193,Direct,1.601594,206.0,-3.738569187
8364,P2Ru1,RuP2,1.058769,Indirect,0.482164,58.0,-7.282930155
8365,P4Ru1,RuP4,1.495495,Indirect,0.729872,14.0,-6.586228109
8366,Ba3P14,Ba3P14,2.420279,Indirect,1.721029,14.0,-5.2883616108824
8367,Li1P5,LiP5,1.880793,Indirect,1.154129,33.0,-5.0042474854167
8368,Os1P2,OsP2,1.439781,Indirect,0.778162,58.0,-7.8520139916667
8369,P14Sr3,Sr3P14,2.487279,Indirect,1.757087,14.0,-5.1946629926471
8370,P2Zn1,ZnP2,2.16693,Indirect,1.387286,92.0,-3.9959453320833
8371,P2Zn3,Zn3P2,1.036116,Direct,0.653294,206.0,-2.63249101675
8372,Cd3P2,Cd3P2,0.0,Direct,0.0,137.0,-2.65542
8373,Cd3P2,Cd3P2,0.0,Indirect,0.0,208.0,-2.464817133
8374,Ce1P1,CeP,0.0,Direct,0.0,221.0,-5.88499
8375,Ce1P2,CeP2,0.0,Direct,0.0,9.0,-5.95868
8376,Ga1P1,GaP,0.0,Indirect,0.0,166.0,-4.007819035
8377,Ge1P1,GeP,0.0,Direct,0.0,107.0,-4.88839665
8378,Ge1P1,GeP,0.0,Indirect,0.0,216.0,-4.685619235
8379,In1P1,InP,0.0,Direct,0.0,225.0,-3.94661045
8380,Nb1P1,NbP,0.0,Direct,0.0,141.0,-8.1211927475
8381,P1Si1,SiP,0.0,Indirect,0.0,216.0,-5.16970605
8382,P1Sn1,SnP,0.0,Indirect,0.0,225.0,-4.625073815
8383,P1Ta1,TaP,0.0,Indirect,0.0,141.0,-8.8731723525
8384,P1Ta3,Ta3P,0.0,Direct,0.0,133.0,-10.843495691875
8385,P1Zr1,ZrP,0.0,Direct,0.0,225.0,-8.31902926
8386,P2Si1,SiP2,0.0,Indirect,0.0,205.0,-5.505041355
8387,P2W1,WP2,0.0,Direct,0.0,12.0,-8.2959301766667
8388,P2Zr1,ZrP2,0.0,Indirect,0.0,62.0,-7.4213058908333
8389,P3Tc2,Tc2P3,0.0,Direct,0.0,12.0,-7.9090705055
8390,Mo3P1,Mo3P,0.0,Direct,0.0,82.0,-9.9101344
8391,Nb3P1,Nb3P,0.0,Direct,0.0,82.0,-9.52000620875
8392,P1Pd6,Pd6P,0.0,Direct,0.0,14.0,-5.54774
8393,P1Ru1,RuP,0.0,Direct,0.0,62.0,-7.8708028525
8394,P1Ta2,Ta2P,0.0,Direct,0.0,58.0,-10.437347105833
8395,P1Ta3,Ta3P,0.0,Direct,0.0,133.0,-10.83915519375
8396,P1W1,WP,0.0,Direct,0.0,62.0,-9.5439405875
8397,P2Si1,SiP2,0.0,Indirect,0.0,205.0,-5.505041355
8398,P3Sr1,SrP3,0.468139,Indirect,0.0,12.0,-5.09363030875
8399,P2Zn1,ZnP2,0.0,Direct,0.0,14.0,-4.0314144429167
8400,P2Zn3,Zn3P2,0.0,Indirect,0.0,208.0,-2.821968144
8401,P3Ti5,Ti5P3,0.0,Direct,0.0,193.0,-7.4555641908333
8402,Ba5P4,Ba5P4,1.52001,Indirect,0.896559,62.0,-4.4708869427778
8403,Be3P2,Be3P2,0.72909,Direct,0.143524,142.0,-4.56704696725
8404,Cs4P6,Cs4P6,1.440115,Direct,0.821953,69.0,-4.057327395
8405,Mg3P2,Mg3P2,1.763382,Indirect,1.095651,224.0,-3.549430438
8406,Na1P5,NaP5,1.994311,Indirect,1.265342,62.0,-4.8924653908333
8407,P2Se5,P2Se5,2.050843,Direct,1.156394,14.0,-4.0524770421429
8408,Al1F3,AlF3,9.7954,Indirect,7.423995,150.0,-5.8310260383333
8409,As1F3,AsF3,6.769411,Indirect,5.310582,33.0,-4.667353144375
8410,B10F12,B10F12,4.528249,Indirect,3.289313,88.0,-5.8854278684091
8411,B17F27,(B8F12)2(BF3),3.92806,Indirect,2.584042,2.0,-5.8203418646591
8412,B2F4,B2F4,6.821813,Direct,4.887501,14.0,-5.78432621
8413,Ba1F2,BaF2,8.96516,Indirect,7.007509,225.0,-5.68956441
8414,Bi1F3,BiF3,6.066108,Indirect,4.69974,62.0,-4.776132300625
8415,Ca1F2,CaF2,9.226105,Indirect,7.162625,225.0,-5.7944470833333
8416,Cd1F2,CdF2,5.061095,Indirect,2.971267,225.0,-3.6370032833333
8417,Cs1F1,CsF,7.076575,Indirect,5.286518,225.0,-3.97102387
8418,F12Ge5,Ge5F12,5.657986,Indirect,4.276303,14.0,-4.7889245411765
8419,F14Sb4,(SbF3)3(SbF5),5.114545,Indirect,3.719623,11.0,-4.6605076686111
8420,F16Sb4,Sb4F16,4.728322,Indirect,3.378266,14.0,-4.576465354125
8421,F1K1,KF,7.828571,Direct,5.83778,225.0,-4.116218425
8422,F1Li1,LiF,12.495444,Indirect,10.114853,225.0,-4.78846817
8423,F1Na1,NaF,8.450592,Direct,6.32156,225.0,-4.33645694
8424,F1Rb1,RbF,7.353515,Indirect,5.430095,225.0,-4.00615147
8425,F1Tl1,TlF,3.866188,Indirect,2.841652,57.0,-3.8283788875
8426,F2Ge1,GeF2,5.182213,Indirect,4.013486,19.0,-4.8068833533333
8427,F2Kr1,KrF2,4.711035,Indirect,2.719359,136.0,-1.2941965766667
8428,F2Mg1,MgF2,9.179841,Direct,6.884967,136.0,-5.2569821633333
8429,F2Pb1,PbF2,5.768142,Indirect,4.412078,225.0,-4.83351664
8430,F2Sn1,SnF2,4.206596,Indirect,3.227128,92.0,-4.783739365
8431,F2Sr1,SrF2,9.338907,Indirect,7.252605,225.0,-5.6784986533333
8432,F2Xe1,XeF2,4.3373,Indirect,2.65943,139.0,-1.7001722966667
8433,F3Ga1,GaF3,6.967622,Indirect,4.599291,167.0,-4.725213755
8434,F3I1,IF3,3.610634,Indirect,2.109883,62.0,-3.08228776875
8435,F3In1,InF3,5.994182,Indirect,3.814784,167.0,-4.50925563125
8436,F3Mo1,MoF3,3.444349,Indirect,0.923586,167.0,-6.27893366125
8437,F3Sb1,SbF3,5.614783,Indirect,4.437379,40.0,-4.74661131
8438,F3Y1,YF3,9.915125,Indirect,7.615026,62.0,-7.093922631875
8439,F4Ge1,GeF4,7.471647,Indirect,5.066947,217.0,-4.63128498
8440,F4Pb1,PbF4,3.371,Indirect,1.528321,139.0,-4.024778504
8441,F4Pt1,PtF4,3.138205,Indirect,1.303547,43.0,-3.892772061
8442,F4Si1,SiF4,10.044108,Indirect,7.701086,217.0,-5.650781726
8443,F4Sn1,SnF4,5.242883,Indirect,3.092446,139.0,-4.589992266
8444,F4Te1,TeF4,5.203724,Indirect,3.862403,19.0,-4.192056265
8445,F4Xe1,XeF4,4.555889,Indirect,2.836515,14.0,-1.956940538
8446,F4Zr1,ZrF4,7.310895,Indirect,5.08374,84.0,-6.86292030925
8447,F6Mo1,MoF6,5.32907,Direct,3.75126,62.0,-5.50808
8448,F6Te1,TeF6,6.527364,Direct,4.354598,62.0,-4.0040368975
8449,F6W1,WF6,6.585766,Direct,4.845142,62.0,-6.0622767571429
8450,F6Xe2,(XeF2)(XeF4),4.090776,Indirect,2.521176,14.0,-1.86427117
8451,F7Re1,ReF7,3.5635,Indirect,1.877359,2.0,-5.1388697975
8452,F8Ge3,Ge3F8,5.392652,Indirect,3.991971,14.0,-4.7701887463636
8453,F8Sn3,(SnF)2(SnF6),4.30123,Indirect,3.100145,14.0,-4.7709154136364
8454,Ce1F3,CeF3,4.63943,Direct,0.038421,165.0,-7.17381
8455,Bi1F5,BiF5,3.469263,Indirect,1.643968,87.0,-3.801591825
8456,Ag3F8,Ag(AgF4)2,2.302602,Indirect,0.277618,14.0,-3.1245721440909
8457,Au1F5,AuF5,2.749379,Direct,0.867788,62.0,-2.8402165620833
8458,Au3F8,Au(AuF4)2,2.671098,Indirect,0.567693,14.0,-3.1769851618182
8459,F15Nb6,Nb6F15,0.0,Indirect,0.149296,229.0,-6.8633896952381
8460,F2Hg1,HgF2,2.857386,Direct,0.905002,225.0,-2.65876109
8461,F3Ir1,IrF3,2.986603,Indirect,1.175638,167.0,-4.82101532875
8462,F3Rh1,RhF3,2.97816,Indirect,0.974384,167.0,-4.6971826225
8463,F3Tl1,TlF3,2.318842,Indirect,0.629346,62.0,-3.684263604375
8464,F4Pd1,PdF4,2.750163,Direct,0.829143,43.0,-3.663926103
8465,F4Ru1,RuF4,2.57815,Direct,0.54465,14.0,-4.95371
8466,F5Os1,OsF5,2.939499,Indirect,0.686733,14.0,-5.0511414622917
8467,F6Ir1,IrF6,2.851339,Indirect,0.771929,62.0,-4.2615584507143
8468,Ag1F1,AgF,1.25455,Indirect,0.0,225.0,-3.18861369
8469,F5Ru1,RuF5,2.862598,Indirect,0.48485,14.0,-4.604768180625
8470,Ag1F2,AgF2,0.0,Direct,0.0,14.0,-3.2750457516667
8471,Ag2F1,Ag2F,0.0,Indirect,0.0,164.0,-3.1233143366667
8472,Ag2F5,AgF(AgF4),0.0,Indirect,0.0,2.0,-3.1785212667857
8473,F2Pd1,PdF2,0.0,Direct,0.0,136.0,-4.0301528433333
8474,F3Nb1,NbF3,0.0,Direct,0.0,221.0,-6.4880197525
8475,F3Pd1,PdF3,0.0,Direct,0.0,167.0,-3.92681377875
8476,F3Ru1,RuF3,0.0,Direct,0.0,167.0,-5.23516880125
8477,F3Ta1,TaF3,0.0,Direct,0.0,221.0,-6.767380525
8478,F4Ir1,IrF4,0.0,Direct,0.0,43.0,-4.562243978
8479,F6Os1,OsF6,0.0,Direct,0.0,62.0,-4.8432037067857
8480,F6Pt1,PtF6,0.0,Direct,0.0,62.0,-3.5296960257143
8481,F4Nb1,NbF4,0.0,Direct,0.0,139.0,-6.215373514
8482,F5Mo1,MoF5,0.0,Direct,0.0,12.0,-5.55240595
8483,F5Pt1,PtF5,0.0,Direct,0.0,14.0,-3.54888
8484,F5Rh1,RhF5,0.0,Direct,0.0,14.0,-3.9532828854167
8485,F2Ti1,TiF2,3.963946,Indirect,0.971922,225.0,-6.50156503
8486,F3Ti1,TiF3,0.0,Direct,0.0,166.0,-6.5761800625
8487,Al1F3,AlF3,9.697908,Indirect,7.434368,221.0,-5.830795305
8488,Al1F3,AlF3,9.874797,Direct,7.515478,63.0,-5.8304732083333
8489,Al1F3,AlF3,10.022585,Direct,7.61189,155.0,-5.82907345
8490,Al1F3,AlF3,10.036209,Direct,7.624088,167.0,-5.8289664775
8491,Al1F3,AlF3,10.05277,Direct,7.639498,148.0,-5.8287360525
8492,Al1F3,AlF3,9.75373,Indirect,7.429848,127.0,-5.82756805425
8493,Al1F3,AlF3,9.688452,Direct,7.312503,129.0,-5.8175348670312
8494,Ba1F2,BaF2,7.739469,Indirect,5.694483,62.0,-5.5427931741667
8495,Be1F2,BeF2,10.634692,Indirect,8.354201,152.0,-5.72000991
8496,Ca1F2,CaF2,9.700831,Direct,7.524096,62.0,-5.7394431266667
8497,Cs1F1,CsF,7.864497,Direct,5.959107,221.0,-3.86220711
8498,F1K1,KF,8.170745,Indirect,6.103375,221.0,-4.013574265
8499,F1Tl1,TlF,3.985867,Indirect,2.947715,129.0,-3.8220933425
8500,F1Tl1,TlF,3.999244,Indirect,2.97012,28.0,-3.81970566375
8501,F1Tl1,TlF,3.115524,Direct,2.07027,69.0,-3.785661745
8502,F2Kr1,KrF2,4.836491,Indirect,2.847026,139.0,-1.2871984666667
8503,F2Mg1,MgF2,9.168098,Direct,6.873435,58.0,-5.2568001766667
8504,F2Mg1,MgF2,9.037448,Direct,6.754574,205.0,-5.1900237866667
8505,F2Pb1,PbF2,5.700419,Indirect,4.39383,62.0,-4.809887875
8506,F2Sn1,SnF2,4.210249,Indirect,3.241798,19.0,-4.7832911933333
8507,F2Sr1,SrF2,9.880963,Direct,7.702321,62.0,-5.6184820725
8508,F1Rb1,RbF,8.622986,Direct,6.542119,221.0,-3.881477425
8509,F2Sn1,SnF2,3.187007,Direct,2.402797,15.0,-4.700939071875
8510,F2Sr1,SrF2,8.707246,Direct,6.51859,194.0,-5.4881584433333
8511,F3La1,LaF3,10.211139,Direct,6.586141,185.0,-6.7227870091667
8512,F3La1,LaF3,9.899426,Indirect,6.279556,194.0,-6.70870276125
8513,F3La1,LaF3,8.843397,Indirect,6.864675,59.0,-6.52098940625
8514,F2Zn1,ZnF2,6.511167,Direct,5.526361,60.0,-3.8766778883333
8515,F3Mo1,MoF3,3.615009,Indirect,1.72238,221.0,-6.29501364125
8516,Ag1F2,AgF2,0.0,Direct,0.0,61.0,-3.2659355866667
8517,F2Pd1,PdF2,3.013269,Indirect,0.101738,205.0,-4.04569169
8518,F2Pd1,PdF2,0.0,Direct,0.0,198.0,-3.99088
8519,F3Pd1,PdF3,0.0,Direct,0.0,150.0,-3.8927668866667
8520,F3Ti1,TiF3,0.0,Direct,0.0,167.0,-6.4944158375
8521,As1F5,AsF5,7.001308,Direct,4.551216,194.0,-4.30036489
8522,B1F3,BF3,10.535985,Indirect,8.178104,14.0,-5.8094065203125
8523,B1F3,BF3,10.522191,Indirect,8.165145,2.0,-5.809236788125
8524,Be1F2,BeF2,10.323668,Indirect,8.077957,180.0,-5.7206331844444
8525,Bi1F3,BiF3,5.649001,Indirect,3.980024,215.0,-4.51068348625
8526,Bi1F3,BiF3,5.651168,Indirect,3.977376,225.0,-4.5105921575
8527,Br1F3,BrF3,3.761772,Indirect,1.809247,36.0,-2.76854308
8528,Br1F5,BrF5,4.96649,Indirect,3.44207,36.0,-2.7335764066667
8529,Ce1F3,CeF3,4.36448,Direct,3.9563,182.0,-6.55728
8530,F3La1,LaF3,7.464139,Indirect,5.543185,182.0,-6.4772364975
8531,F3Y1,YF3,7.869972,Indirect,5.682111,221.0,-6.8921161183333
8532,F4Se1,SeF4,5.537088,Indirect,4.107037,19.0,-3.863550561
8533,F6Mo1,MoF6,5.417175,Indirect,3.838131,229.0,-5.5020862614286
8534,F6Sn2,Sn(SnF6),3.767847,Indirect,2.623759,225.0,-4.76172407875
8535,F1H1,HF,5.51894,Direct,2.282505,63.0,-1.78821071
8536,Ce1F3,CeF3,4.69047,Direct,0.464213,193.0,-6.87038
8537,F3La1,LaF3,10.182404,Direct,6.591675,165.0,-6.72422651125
8538,F3Y1,YF3,10.36124,Indirect,7.989564,165.0,-7.0278079404167
8539,F5Nb1,NbF5,6.270125,Direct,4.334248,12.0,-6.0395862372917
8540,F5Ta1,TaF5,7.265315,Direct,5.285906,12.0,-6.5502427008333
8541,F2Zn1,ZnF2,6.297909,Direct,5.456668,136.0,-3.8839784516667
8542,F6Pb2,Pb(PbF6),2.785979,Direct,1.655231,116.0,-4.39277790875
8543,O1S8,S8O,3.440001,Direct,2.41559,29.0,-4.3384440738889
8544,O2Sr1,SrO2,4.77055,Direct,2.870267,139.0,-5.7322802233333
8545,O4Ru1,RuO4,3.755139,Direct,2.644026,218.0,-6.529854089
8546,O5Ta2,Ta2O5,4.114893,Indirect,2.770464,5.0,-9.2438026721429
8547,O8P4,(P4O6)O2,5.877641,Indirect,4.400117,15.0,-6.90063401375
8548,Be1O1,BeO,8.617914,Indirect,6.846244,216.0,-7.10863948
8549,O2Pt1,PtO2,3.049167,Indirect,1.616441,164.0,-5.81738666
8550,O2Ti1,TiO2,3.2361,Indirect,1.889388,141.0,-8.830417745
8551,O3Sc2,Sc2O3,5.186418,Indirect,3.492737,12.0,-8.951213992
8552,As2O3,As2O3,5.275586,Indirect,4.025589,227.0,-6.039640489
8553,O12Se4,(SeO3)4,4.149874,Direct,2.417204,114.0,-4.933810575
8554,As2O5,As2O5,3.143587,Direct,1.432591,19.0,-5.9245427725
8555,B2O3,B2O3,8.269353,Indirect,6.273963,144.0,-8.0299201173333
8556,Bi2O3,Bi2O3,3.275747,Direct,2.335641,56.0,-5.725406533
8557,Hf1O2,HfO2,5.767806,Indirect,4.18319,61.0,-10.17165632625
